User,Message,Sentiment
6***2,ดีค่ะราคาไม่แพงด้วยค่ะแนะนำค่ะร้านนี้ดีๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,Positive
สุครีม บ.,ได้รับของแล้วสวยงามมากแต่ลมไม้ค่อยแรงเท่าไหร่ตามสภาพและลาคา,Positive
kanchanachee,"แบตอนู่ไม่นานนะ
แต่เย็นดี เสียงไม่ดัง ราคาไม่แพง สมราคาแหละ
สรุปซื้อเลยย",Positive
เบญจา ส.,เล็กกระทัดรัด น่ารัก พกพาง่ายดีคะ ระดับความแรงก็โอเคอยู่คะ,Positive
Asly Y.,จัดส่งรวดเร็ว พัดลมใช้งานได้ดี เอาไว้ที่ทำงาน ไล่ยุงได้ด้วย แรงดีอยู่นะ 3 ระดับชาร์จไว้ก็ยิงยาว,Positive
A***.,สินค้าใช้งานได้ดี หมาะกับราคานี้,Positive
เดือนเต็ม ก.,ใช้ดีแพ็คมาดี🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😙,Positive
Oat J.,"ส่งสินค้าได้รวดเร็ว สินค้าก็ใช้ได้ปกติ สำหรับผมราคาขนาดนี้ก็พอ จะเอา""ลม""แรงขนาดไหนกันเชียว แค่ระบายอากาศก็พอแล้ว ใครอยากได้แบบแรงๆ เก็บเงินซื้อพัดลม 18นิ้วเถอะครับ ขอบคุณทางร้านครับ",Positive
ปิยฉัตร เ.,ใช่งานได้จริง,Positive
มังกร ค.,ส่งไวทีนใช้ราคาเหมาะสมสินค้าใช้งานได้ดี,Positive
นลพรรณ ช.,ได้รับสินค้าแล้วค่ะถูกใจมากค่ะราคาดีดีชาร์จแบตได้ด้วยมีปรับได้สามระดับไฮเทนไฮเท็คส์ดีมากเลยชอบมากๆเลยค่ะ,Positive
0***6,"ตรงปกไม่จกตาลมแรงพอใช้สมราคา,
คุณภาพถือว่าโอเคแต่ขอแนะนำหน่อยแพ็คของมาแนะนำให้ใสกันกระแทกสักหน่อยเพื่อป้องกันของชำรุด  การส่งถือว่าดีส่งเร็ว",Positive
ขนิษฐา ช.,ได้ของแล้ว ลมแรงมากค่ะ,Positive
*******405,"สินค้าตรงปกค่ะ ดีเยี่ยมมมมมมมมมมมมมมมมมมมมมมมมมม
ชอบบบบบบบบมากกกกกกกกกกก ราคายุติธรรมมมมม คุ้มมมมมสุดดดดๆๆๆ ต้องลองค่ะ คุณภาพโอเคค่ะ โดยรวมแล้วพอใจค่ะ",Positive
ณัชชา ส.,ได้รับสินค้าแล้วค่ะ ตอนแรกกดปุ่มเปิดแล้วใบพัดไม่ทำงาน แต่ตัวเครื่องไม่ได้มีปัญหาอะไร เลยลองแกะตัวตะแกรงหน้าออกแล้วกดตัวใบพัดให้ลองล๊อค ใบพัดก็ทำงานได้ปกติค่ะ ส่วนแรงลมกำลังแรงลมพอดี ไม่แรงมากไม่อ่อนเกินไปค่ะ,Positive
น้ำหวาน บ.,โอเคมากๆ ชอบเลยค่ะ ซื้อตอนลดราคาไม่ถึงร้อย สั่งไปแจกเพื่อน น่าจะได้สั่งอีกค่ะ โอเคมากๆ ชอบเลยค่ะ ซื้อตอนลดราคาไม่ถึงร้อย สั่งไปแจกเพื่อน น่าจะได้สั่งอีกค่ะ,Positive
น้ำหวาน บ.,โอเคมากค่ะ พอใจ'สุดๆ ใหญ่ระดับหนึ่ง เย็นดี ซื้อตอนลดราคาด้วยค่ะ   ดูโอเคมากค่ะ พอใจ'สุดๆ ใหญ่ระดับหนึ่ง เย็นดี ซื้อตอนลดราคาด้วยค่ะ,Positive
ไม่ต้องโทร ไ.,สีสวยตรงปกกระทัดรัดพกพาง่าย,Positive
tommo,"สินค้าดีคุ้มค่าคุ้มราคาดึพัดลมเสียงไม่ดัง
ดีมากกกกกกกกกกกกกกกกกกกกกกก
ไม่ผิดหวังกับราคา",Positive
kittipong,สินค้าสภาพดี,Positive
ก***.,พัดลมอันเล็กน่ารักดีค่ะ แต่ลมพอใช้ได้ค่ะ ซื้อมาไว้เปล่าหน้าเฉยๆค่ะ ถ้าอยากได้แรงๆแนะนำให้ไปซื้อพัดลมตั้งโต๊ะมาใช้เลยดีกว่าค่ะ,Positive
ณัฐพงษ์ ป.,ส่งเร็วมากชาร์จไม่นานพอไฟเปลี่ยนจากสีแดงเป็นสีเขียวก็เสร็จใช้ได้ประมาณ1ชั่วโมงมี3ระดับลมไม่แรงมากใช้แก้ขัดเวลาไฟดับ,Positive
Chat C.,ได้รับของแล้ว สินค้าส่งไว สั่งวันเดียวได้ของเลย แพ็คมาดีสินค้าตรงปก ลองกดเบอร์ 123 เบอร 3 ลมแรงดีพอใช้ได้อยู่,Positive
อาทร ห.,ส่งถึงไวมากเลยครับผมสวยครงปกดีครับผม,Positive
คุณากร เ.,"ประสิทธิภาพตามราคา แรงลมเบามากจนไม่รู้สึกว่ามีลมเลย
แนะนำเป็นตัวอื่นนะครับ",Positive
เทอดผีแดง,ได้รับสินค้าตามที่สั่งราคาถูกมาสินค้ามีคุณภาพตามที่โฆษณาไว้แพ็คสินค้าดีไม่ได้รับความเสียหายมีโอกาสจะอุดหนุนอีกครับ ขอให้ขายดีๆนะครับ,Positive
*******420,สินค้าสมบูรณ์สวยงามตรงปก ปรับได้3ระดับ เพิ่งรู้ว่าใช้ได้ทั้งชาร์จไฟและใช้ถ่าน เปิดแล้วมีไฟด้วยสวยค่ะ,Positive
Wa N.,ดีนะส่งไว แรงลมจะให้แรงแบบพัดลมที่บ้านก็ไม่ใช่,Positive
Nuttakit W.,สินค้าดี พลาสติกมีคุณภาพ แต่ลมเบามากครับ ถ้าใช้สำหรับวางมือถือและใช้พัดลมด้วยถือว่าแรงพอดี,Positive
พรรณทิพย์​ ท.,ก้านเหมือนจะหลวมๆ ตั้งไม่ค่อยตรง,Positive
คนวาริน พ.,แนะนำเลยครับร้านนี้ไม่ผิดหวังราคาถูกส่งเร็ว,Positive
อาภรณ์ จ.,ดีมากค่ะลมก็แรงยุค่ะ,Positive
Y***.,แพคสินค้าใส่กล่องมีบุบเล็กนีอย แต่กล่องสินค้าไม่เสียหาย  น้ำหนักเบา ตรงปก ยืดได้หดได้ ชาร์ตไฟเข้า พัดลมหมุนได้3ระดับ,Positive
ค***.,ได้รับพัดลมแล้วครับ จัดส่งไวทันใจที่สุด ลองใช้แล้ว แรงลมก็สมกับราคาเลยครับ ตามสภาพและขนาด พอใช้ได้,Positive
0***0,ลมแรงดีจริงๆ👍👍😂,Positive
อ***.,ของมาไม่เร็วไม่ช้า แพ๊คแบบมีกล่องรองรับความเสียหายดีพอควร ของไม่แตกหักเสียหาย ลมเย็นเบอร์3 ได้ละดับหนึ่งเปล่าชิวๆ ดีตามราคา แบตฯก้อนเล็กตามราคา มีโอกาสหาก้อนใหญ่ใส่แทนจะดีขึ้นเยอะ,Positive
*******825,"รับ สินค้าเรียบร้อยครับ พัดลม ตรงปก เสียบสาย
ชาร์จ ต่อใช้งาน เปิด 3 ระดับใช้งานได้ ปกติครับ👍",Positive
ส***.,สินค้าตรงปกค่ะ ลมแรง ขนาดกะทัดรัด พกพาสะดวก ชอบมากค่ะ 👍👍👍👍👍,Positive
ส***.,พัดลมจัดส่งเร็วดีค่ะกล่องบุบไปหน่อยแต่สินค้าไม่เสียหาย ปรับได้ 3 ระดับกดปุ่มแล้วจะมีไฟสีฟ้า ตอนชาร์จก็มีไฟสีแดงขึ้น ถ้าเต็มแล้วไฟจะดับ ปรับได้หลายรูปแบบดีค่ะ แบตก็น่าจะอยู่นานแต่ยังไม่เคยลองเปิดจนหมด เสียแต่ลมอ่อนไปหน่อย,Positive
0***7,ได้รับของแล้วครับสวยพอดีเลยลมแรงดีมากครับ,Positive
ดีดี้ ส.,ได้รับสินค้าไวมากสินค้าน่ารักขนาดใหญ่พอดีไม่เล็กเกินไปโอเคมากชอบพัดลมแรงดี,Positive
นูร์ฮานา อ.,ลมแรงดีค่ะไม่ผิดหวังเลยค่ะ,Positive
Wimolrat J.,ชอบมากๆ,Positive
E***.,ไม่ค่อยแรงเท่าไรแบตหมดไวค่ะ สมราคา,Positive
ไ***.,ส่งเร็ว เปิดติด ชาร์ตได้ ใส่ถ่านได้ แรงลม 3 ระดับไม่แรงมาก,Positive
สรกานต์ บ.,ส่งเร็ว แพ็คสินค้าดี แรงลมพอได้,Positive
V***.,"สินค้า คุ้มค่า คุ้มราคา การจัดส่งรวดเร็ว พนักงานขนส่งบริการดีมาก 
ตัวพัดลมใหญ่กว่าที่คิด สมราคา มีเสียงมอเตอร์ขณะใช้งานพอสมควร ปรับแรงลมได้3ระดับ สายช้าตใช้งานได้จริง",Positive
นาย น.,พัดลมเงียบดีมากแรงลมต้องกดปุ่ม3 ถึงจะแรงแรงลมไม่มากนักพอได้ไว้พกพาไปแคมป์ปิ้งจะดี,Positive
ใหม่ ว.,ดีค่ะ สวย น่าใช้มากเลย คุ้มกับราคา ลมเกีย1เบาไปนิดแต่ถ้าเกียสามเย็นสบายเยค่ะต้องดุความทนว่าจะทนใช้งานได้นานแค่ไหน,Positive
Poch S.,"ส่งไว คุณภาพมราคา ความแรงก็ได้ในระดับนึง
คุ้มค่าครับ",Positive
8***4,ได้รับสินค้ารวดเร็วทันใจคะ ราคาก็โอเคนะคะ การใช้งานก็เหมาะสมกับราคาคะ,Positive
อรอนงค์,ชอบมากกกกก คุณภาพเกินราคา ไม่คิดว่าจะดีขนาดนี้ ลมแรงพอตัวเลย,Positive
ป***.,ได้รับแล้วนะครับขอบคุณครับ,Positive
C***.,ตามราคา................................ . .............................................................. .,Positive
ฉัตรชัย ช.,ของตรงปกลมแรงใช้ได้พลาสติกบางไปหน่อยตามราคา,Positive
สุนทร,ได้รับสินค​้าแล้ว​แพ็คสินค้า​มา​ดีมาก​ปลอดภัย​ดีสีสันที่ชอบ​เข้มจริงจะเสียบชาร์จ​พลังงาน​แล้วลองใช้ความเย็นสบาย​ ขอบคุณ​ผู้จัดส่ง,Positive
ปวีณา แ.,พัดลมตัวใหญ่กว่าที่คิดจัดส่งเร็วมากห่อหุ้มมาดีมากใช้งานได้ปกติลมพัดแรงดีค่ะชอบบบบ,Positive
Janna T.,สวยงามแรงลมดีค่ะแรงมากปรับได้ค่ะ,Positive
ศิโรจน์ ศ.,ตรงปก ส่งเร็ว สีเขียวสวยกว่าสีขาว แบตรี 18650 ก้อนเดียว พลาสติกดูบอบบาง ผู้ใช้ต้องระวังแตกหักหน่อย,Positive
*******286,ส่งสีเขียวได้สีดำ,Positive
เ***.,ได้รับสินค้าแล้วส่งเร็วมากพนักงานส่งของสุภาพขนาดไฟเหมาะกับไปกางเต็นมากคุณภาพจองข่อนข้างดีภาำรวมคือดี,Positive
9***5,"สะดวกสำหรับการเดินทาง, การออกแบบไร้สายที่ดี, การทำงานที่เงียบสงบ, พกพาและสะดวกใช้งาน,",Positive
หล้า,มารีวิวพัดลมเล็กครับคุณภาพโดยรวมถือว่าโอเคครับเหมาะสมกับราคา พัดลมไม่แรงเท่าไหร่ครับเหมาะกับขนาดเล็กกระทัดรัด,Positive
นิยม โ.,พัดลมน่ารักมากกก ได้ของตรงตามที่สัง สีถูกต้อง ส่งไวมากก ราคสก้ดีมาก ได้มา 7-8 สิบบาทเอง,Positive
เมตตา,ลมไม่ค่อยแรง,Positive
0***4,ดีค่ะ สมบูณร์ ใช้ได้ปกติดี ส่งไว,Positive
I***y,พัดลมใช้งานได้ดี ได้ลมเย็นอยู่ เหมาะสมราคา ทางร้านจัดส่งเร็ว ไม่มีกันกระแทก แต่ไม่เสียหาย,Positive
ท***า,ของส่งเร็ว ราคาดี โอเคมากครับ พัดลมมี3ระดับ แถมรอบนี้ได้ส่งฟรีพร้อมส่วนลดด้วยยิ่งดีเลย ชอบครับ,Positive
9***2,พัดลมน่ารักมากค่ะ ใช้ดีค่ะ ชอบบบบ,Positive
thip,"การออกแบบไร้สายที่ดี, การออกแบบไร้สายที่ดี, ใช้งานและเก็บรักษาได้ง่าย, การออกแบบที่ดูสวยงามและทันสมัย, พกพาและสะดวกใช้งาน, ความเร็วพัดลมที่สามารถปรับได้,",Positive
0***3,ได้ของตามปกครบ ถูกใจครับ ร้านนี้ดีมากให้5ดาวครับ,Positive
Ammara,สินค้าตรงปก เย็นดี ปรับได้3ระดับ ตอนแรกได้รับสินค้าใบหลุด คิดว่าพังแน่และนึกว่าเปิดหน้ากากออกไม่ได้ จนท.แนะนำดันหน้ากากเข้าเบาๆก็หลุด.และจับใบพักใส่ในรู แล้วปิดหน้ากากคืน สบายใจแหล่ะ จนท.แนะนำดี,Positive
อ***.,ได้รับสินค้าตามกำหนดเวลา พัดลมปรับได้3ระดับ ชาร์จแบต หรือ ใส่ถ่านก็ได้ ราคาไม่แพง โอเคดีนะ,Positive
ร.ต.สรรเพชญ ถ.,สินค้าตรงปกคุณภาพดี แนะนำร้านนี้ พนักงานบริการดี มีโอกาสสั่งซื้อร้านนี้เพิ่มแน่นอนครับ,Positive
ช***ว,"ลมพัดที่แรงและเย็นสบาย, สะดวกสำหรับการเดินทาง, พกพาและสะดวกใช้งาน, ขนาดกะทัดรัดและพับเก็บได้, 
⭐ใช้ดีมากค่ะ ของตรงปก กล่องบุบนิดหน่อยแต่ของข้างในไม่เสียหายอะไรค่ะ ชอบมาก ราคาถูก ใช้งานได้จริงไว้จะมาอุดหนุนอีกนะคะ",Positive
Nami24992541,"ตรงปก100ความเร็วพัดลมที่สามารถปรับได้, ขนาดกะทัดรัดและพับเก็บได้, พกพาและสะดวกใช้งาน, การออกแบบที่ดูสวยงามและทันสมัย,",Positive
โลนจันทร์,ได้รับแล้วครับดีครับ,Positive
สุธี โ.,ดีมากปรับได้ สามระดับ พกพาสดวก ชอบ..บอ ใบไม้ ล้านตัว,Positive
ร***.,สินค้ามาสมบูรน์ครบตามที่ร้านจัดส่ง ราคาก็น่ารัก ไม่แพง สินค้าถือว่าผ่านไว้จะอุดหนุน อีกนะ,Positive
คุณแอ๋ม,"พกพาและสะดวกใช้งาน, ลมพัดที่แรงและเย็นสบาย, ความเร็วพัดลมที่สามารถปรับได้, การออกแบบที่ดูสวยงามและทันสมัย,",Positive
คุณแอ๋ม,"การทำงานที่เงียบสงบ, พกพาและสะดวกใช้งาน, ลมพัดที่แรงและเย็นสบาย, การออกแบบที่ดูสวยงามและทันสมัย, สะดวกสำหรับการเดินทาง,",Positive
พีรเวศย์ ข.,สินค้าตรงปก จัดส่งเร็ว 🚚🚚🚚🚚🚚🚚🚚🚚🚚👍👍👍👍👍👍🆗🆗🆗🆗🆗🆗🆗🆗🆗🆗🆗✅✅✅✅✅✅✅,Positive
maylada95,"พกพาและสะดวกใช้งาน, ใช้งานและเก็บรักษาได้ง่าย,",Positive
maylada95,"ใช้งานและเก็บรักษาได้ง่าย, พกพาและสะดวกใช้งาน, หัก1ดาวเพราะสั่งขาวตัวเขียวตัวนึงแต่ให้สีขาวมา2ตัวน่าจะโทรสอบถามก่อน",Positive
0***7,ใช่แล้วค่ะวันแรกได้ 40 นาทีวันที่ 2 ได้ 30 นาทีวันที่ 3 และ 20 นาทีตาย  ขนาดชัดเต็มทุกครั้งนะเนี่ย😟😟😟😟😟😟😟😟😟😟😟😟🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🦆🦆🦆,Positive
Nim S.,"การออกแบบไร้สายที่ดี, สะดวกสำหรับการเดินทาง, อายุแบตเตอรี่ที่ยาวนาน, ลมพัดที่แรงและเย็นสบาย, พกพาและสะดวกใช้งาน, ความเร็วพัดลมที่สามารถปรับได้,",Positive
B***c,ส่งรวดเร็วทันใจมากๆเลยครับใช้งานง่ายมากเสียดายต้องเสียบแบตเตอรี่อย่างเดียว ถ้ามีแบบพกพาจะดี,Positive
B***c,ส่งเร็วมาก สีสันสวยงามใช้งานง่ายปรับได้3ระดับพับเก็บพกพกได้สะดวกชาร์จแบตเตอรี่ได้,Positive
ติ๊กเจษ ก.,วัสดุบางมาก ไม่แข็งแรง,Positive
อภิชาติ ส.,"สินค้ามีคุณภาพอยู่แล้วนะครับ👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🥰ความเร็วพัดลมที่สามารถปรับได้,",Positive
noobue,"การออกแบบไร้สายที่ดี, การออกแบบที่ดูสวยงามและทันสมัย, ลมพัดที่แรงและเย็นสบาย, ใช้งานและเก็บรักษาได้ง่าย, การทำงานที่เงียบสงบ,",Positive
yo...,สินค้าคุณภาพยอดเยี่ยมมาก ชอบๆๆ ใครที่บอกว่าไม่เย็นให้เก็บเงินไปซื้อ 16 นิ้วเย็นแน่นอน,Positive
Nakkid,ตพตนดดนเวเสดวอสแวแวปปวววปวกวปวแวกววกแวนดวกวดววดวแวแววแวแวแววอสอวเสพสดสสเสำสดสสสพสสภสแ,Positive
****4,"ใช้งานและเก็บรักษาได้ง่าย, ขนาดกะทัดรัดและพับเก็บได้,",Positive
ปิยฉัตร บ.,จัดส่งไวมากๆ สวย ตรงปกสุดๆ เก็บไว้ใช้ยามฉุกเฉินได้ ลองแล้วเปิดนานสุด2ชั่วโมง ดีจริงๆค่ะ,Positive
ณัฏฐวัฒน์,แพ็คสินค้ามาดี สินค้าไม่เสียหายยยยย ตรงตามที่สั่งงงงงงงงงง ส่งเร็วววววววววส เยี่ยมครับบบบบบบบบบบ 👍👍👍👍👍👍👍👍👍👍,Positive
Jang S.,คุณภาพสมราคา ลมแรงดี เบอร์1-2 มีเสียงมอเตอร์ เบอร์3 ไม่มีเสียง สภาพความแข็งแรงให้ 9/10 .,Positive
0***6,"สินค้าจัดส่งเร็ว........
ได้มาราคา 45 บาท.............
พนักงานขนส่งสุภาพโทรก่อนจัดส่ง",Positive
วรางคณา ด.,"สะดวกสำหรับการเดินทาง, ความเร็วพัดลมที่สามารถปรับได้, การออกแบบที่ดูสวยงามและทันสมัย, ขนาดกะทัดรัดและพับเก็บได้, การออกแบบไร้สายที่ดี,",Positive
