User,Message,Sentiment
Kung,สินค้าดีใช้ได้ ส่งสอนค้าได้รวดเร์ววันเดียวก้แุึง สินค้าไม่มีเสียหายแพคมาโอเค ก้อเีค่ะ,Positive
น***.,"เหมาะสำหรับใช้ทุกวัน, อ่อนโยนต่อผิว, เหมาะสมเป็นของขวัญที่สมบูรณ์แบบ, สีสดใสและน่าดึงดูด,",Positive
อรวารี ภ.,ได้รับแล้วเนื้อผ้านุ่มสีสวยจ้า,Positive
ฟ้า,"เนื้อผ้าหรูหราและนุ่มนวล, เหมาะสำหรับใช้ทุกวัน, การออกแบบลายสวยงาม, ขนาดใหญ่เพื่อความครอบคลุมสูงสุด, เหมาะสำหรับใช้ทุกวัน,",Positive
K***.,ผ้าเช็ดตัวผืนใหญ่ นุ่ม แต่เวลาใช้เช็ดชอบมีขนผ้าเช็ดตัวหลุดมา ไม่มีกลิ่นเหม็น ส่งของเร็ว,Positive
Ganyapach K.,สินค้าคุณภาพดีดีมากราคาดีมากถูกกว่าร้านอื่นแนะนำให้สั่งเลยคะร้านนี้แนะนำดีมากเลยนะ ขนส่งสินค้ารวดเร็วทันใจมากเลยนะสั่งเลยยยยยยยยยคะ,Positive
Ganyapach K.,สินค้าคุณภาพดีดีมากราคาดีมากถูกกว่าร้านอื่นแนะนำให้สั่งเลยคะร้านนี้แนะนำดีมากเลยนะ ขนส่งสินค้ารวดเร็วทันใจมากเลยนะสั่งเลยยยยยยยยยคะ,Positive
*******839,สีไม่ตรง..สั่งสีฟ้าได้สีหม่นๆ,Positive
ว***.,ได้รับสินค้าเรียบร้อยแล้วค่ะ ถูกต้องตรงตามที่สั่งสินค้าคุณภาพดีราคาถูกมากค่ะ การจัดส่งอยู่ในระยะเวลาที่ค่อนข้างเร็ว,Positive
C***.,เนื้อดียุ่ตามราคาแต่เกรดยังไม่เท่าโรงแรมนะคะไม่หนาเท่าแต่ถ้าใช้แบบนี้ก็โอไม่หนักมาก,Positive
BANLANG S.,ได้รับสินค้าแล้วครับ ของครบ ถูกต้อง จัดส่งรวดเร็วแค่ขเ่มคืนถึงมือผู้รับ สินค้าดีราคาไม่แพง คราวหน้าจะมาอุดหนุนใหม่นะครับ,Positive
BANLANG S.,ได้รับสินค้าแล้วครับ ของครบ ถูกต้อง จัดส่งรวดเร็วมากึรับ แค่ข้ามคืนถึงมือผู้รับ สินค้าดีราคาไม่แพง คราวหน้าจะมาอุดหนุนใหม่นะครับ ขอลองซักดูก่อนครับ,Positive
0***3,ชอบค่ะนุ่มมากค่ะดีค่ะ👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Positive
มงคล อ.,คุณภาพดีครับ สั่งซื้อหลายครั้งแล้วครับ มีโอกาสจะสั่งซื้ออีกครับ รับรองคุณภาพ หนาดีครับ,Positive
*******509,ผ้าขนหนู ชายผ้าลายล่องหิน สีเข้มทึบกว่าภาพที่เลือก ขนาดตรงตามที่สั่ง ขนสั้นนิ่มพอประมาณ ราคาไม่แพง การจัส่งเรียบร้อยดี สภาพสินค้าไม่มีชำรุดเสียหาย,Positive
A***.,ดีค่ะ คุ้มค่าราคา ได้โค้ดส่วนลดทำให้ได้ราคาถูกไม่แพงมากค่ะ ถือว่าคุ้มค่าราคาค่ะ ลองใช้จะมารีวิวใหม่,Positive
A***.,คุ้มค่าราคาไม่แพง จับต้องได้ถือว่าถูกใจมากๆเลยค่ะ คุ้มค่าราคาค่ะ ถูกใจจริงเชียว อิอิ,Positive
คุณ พ.,ได้รับแล้วครับ ผ้านุ่ม หนาดี ชอบครับ ขอบคุณลาซาด้า ขอบคุณทางร้านที่จัดส่งให้ ขอบคุณทุกๆท่านที่มีส่วนเกี่ยวข้องในการจัดส่ง ขอบคุณมากๆ ครับ🙏🙏🙏,Positive
คุณ พ.,ได้รับแล้วครับ ผ้านุ่ม หนาดี ชอบครับ ขอบคุณลาซาด้า ขอบคุณทางร้านที่จัดส่งให้ ขอบคุณทุกๆท่านที่มีส่วนเกี่ยวข้องในการจัดส่ง ขอบคุณมากๆ ครับ🙏🙏🙏,Positive
P***p,"ได้รับสินค้าครบตามที่สั่ง แพ็คสินค้าดี ไม่บุบเสียหาย
มีการโทรแจ้งก่อนส่งสินค้าด้วย พูดจาสุภาพ คุ้นเส้นทางที่อยู่รับสินค้า เข้าใจเร็วดีด้วย",Positive
ชนิดาภา ม.,ทางร้านส่งสินค้าไว ได้ของครบตามที่สั่ง เนื้อผ้าไม่หนาไม่บาง เหมาะสมกับราคา ไม่ต้องเสียเวลาไปเดินหาซื้อ,Positive
N***C,ได้รับสินค้าตรงตามที่สั่ง ผ้าเช็ดตัวขนนุ่มดี สินค้าคุณภาพดี ขนส่งไม่เสียหาย รวดเร็วดี,Positive
N***C,ผ้าเช็ดตัวขนนุ่ม มีคุณภาพดี ได้รับสินค้าตรงตามที่สั่งซื้อ แพ็คของดี ขนส่งรวดเร็ว ไม่เสียหาย,Positive
A***t,ผ้าไม่หนา ไม่บางเกินไปค่ะ ผืนนี้เป็นผ้าเช็ดผม ถือว่าพอดี ร้านส่งไว แต่เอามาต้องซักบ่อยหน่อย ขนขุยๆเยอะมากค่ะ,Positive
A***t,ร้านส่งไวค่ะ ผ้าไม่หนา ไม่บางเกินไป ถือว่าพอดี  แต่เอามาต้องซักบ่อยหน่อย ขนขุยๆเยอะมากค่ะ,Positive
K***.,ดีมากๆๆๆๆๆๆๆค่ะ,Positive
r***g,ร้านค้าส่งสินค้าไวมากสินค้าตรงปก ผ้านิ่ม ไม่บางไม่หนากำลังดี น่าจะซับน้ำได้ดี ขนส่งบริการดีโทรมาก่อนส่งสินค้า,Positive
A***.,สินค้าตรงตามปก สี ลวดลายตรงตามรูป สมราคา ผืนใหญ่ใช้ห่อตัวได้พอดี ไม่หนาไม่บางจนเกินไป โอเคค่ะ,Positive
หทัยชนก ห.,ดีมากค่ะเร็วขนนุ่มขนาดตามที่ระบุค่ะตรงปกจะกลับมาอุดหนุนอีกนะคะชอบมากๆไม่ผิดหวังค่ะ,Positive
juraimas,รับของแล้วค่ะ  เร็วดี  ผ้าไม่บาง  ไม่หนา   นุ่มปานกลาง.. ซักเสร็จ  แล้ว ทดลองเช็ดก่อน  จะมาเล่าให้ฟัง ว่าขนติดตามตัวหรือไม/  ซักแล้ว ใช้แล้ว. ขนมันหลุด ติดตามตัว,Positive
น***.,สินค้าตรงตามที่สั่ง ส่งเร็ว ใช้งานได้จริง ราคาไม่แพงมากถือว่าคุ้มค่า ขนส่งบริการดี แจ้งก่อนเข้าส่ง,Positive
0***8,ราคาดี ได้คอยนคืนด้วย ร้านค้าจัดส่งเร็ว สินค้าคุณภาพดีพอประมาณ ผ้าไม่ได้หนามาก ต้องลองซักก่อนว่าโอเคมั้ย,Positive
nisa S.,คุณภาพโอเคเนื้อผ้านุ่มดีค่ะหนาใช้ได้ค่ะ ความยาวความกว้างคือถ้าสำหรับผู้หญิงก็ใช้ได้นะคะ กำลังพอดีถึงหัวเข่าโดยรวมแล้วโอเคค่ะแนะนำร้านนี้ค่ะ,Positive
nisa S.,"ผ้านุ่มหนาค่ะโดยรวมแล้วโอเคมาก ชอบค่ะราคาคือถูกค่ะโอเคใช้ได้
โดยรวมแล้วโอเคมากค่ะแนะนำร้านนี้เลยค่ะ",Positive
Wanvisa P.,ผ้าขนหนู ผืนใหญ่ สีเทา สั่งมาสามผืนได้ครบตามจำนวนที่สั่งเลยค่ะ ได้รับสินค้ารวดเร็วตามที่สั่งค่ะ,Positive
Wanvisa P.,ผ้าขนหนูผืนใหญ่ สีน้ำเงิน สั่งมาสามสี ได้รับตามจำนวนที่สั่งไปเลยค่ะ จัดส่งรวดเร็วดีค่ะ,Positive
R***m,ชอบมากเลยนะ  ส่งไว ส่งเร็ว  ของใช้ดีมาก  คนส่งโทรมาบอก   แพ็คของมาดีมาก  ชอบสุดๆ   มันเกินคำบรรยาย    ตรงปกมาก  ใครคิดจะซื้อซื้อเลยแนะนำ  ของเขาดีจริงๆ   ราคาเนี่ยดีมากๆ,Positive
ฐณะวัฒน์ ร.,ดีครับไม่แพง แต่สีครีมนะทำไมลงว่าสีชมพู🤣 ไม่หนาแต่ก็ไม่บางเกินไป ผ้านุ่มอยู่ ส่งเร็วครับ,Positive
ภาณุพันธ์ จ.,สินค้าที่ซื้อค่อนข้างบาง ขนาดเท่ากับที่โฆษณาไว้ สีที่ได้มาสวยตามภาพ การขนส่งเร็วดี แพ็คดี,Positive
U***.,ผ้าเช็ดตัว​ถูก​ใจ​มาก​ค่ะ​🌻🌾🌻สินค้า​ก็ดี​ตรง​ตาม​ปก​เ​ลยค่ะ​คุ้มค่า​เกิน​ราคา​มากเล​ยนะคะ​👍👍👍👍ไม่ต้อง​ไปหา​ซื้อ​ให้​ยุ่งยาก​สั่ง​ซื้อ​สินค้า​ไป​แค่​วัน​สอง​วัน​ก็ได้​ของ​เลย​ค่ะ​⭐⭐⭐⭐⭐รับ​5​ดาว​เหมาะสม​ค่ะ​เอา​ไปเลยย...,Positive
อัญชลี ว.,ยังไม่ได้ดู เนื้อผ้าค่ะ ซื้อไปให้ลูกสาว แต่โดยรวมสีสวยตรงค่ะ,Positive
suchat K.,ทางร้านจัดส่งรวดเร็วดีครับได้รับสินค้าแล้วขนส่งก็ส่งไวโอเคเลยผ้าขนหนูเนื้อหนานุ่มซับน้ำดีครับเวลาอาบน้ำเอาไปตากก็แห้งเร็วคุ้มอยู่นะครับราคานี้,Positive
****4,ทางร้านจัดส่งให้เร็ว  ไม่รอนาน  ก่อนเข้ามาส่งขนส่งโทรมานัดหมายก่อน  ของที่แพ็คมาดีไม่มีปัญหา คุ้มค่าสมราคา โดยรวมถือว่าโอเคมากเลยค่ะ,Positive
พระครูใบฎีกาสราวุฒิ เ.,ได้รับสินค้าแช้วตรงปกส่งเน็วดีถือว่สโอเคมากกกกกกกกกนะจ้ะๆๆๆๆไไๆโดยรวมถือว่าดีขอลองใช้ก่อนนะบางไปหน่อย,Positive
ว***.,ได้รับสินค้าเรียบร้อยแล้วค่ะถูกต้องตรงตามที่สั่ง เนื้อ ผ้าดีราคาไม่แพง การจัดส่งเร็ว,Positive
ดวงดี ม.,ทางร้านจัดส่งสินค้าไว สินค้าตรงปก  ราคาถูกกว่าร้านอื่น ใช้ดี นุ่ม ไม่ระคายผิว พนักงานขนส่งบริการดี,Positive
ภูชิต ผ.,ดี ส่งไว ผ้าบางในระดับนึงแต่ไม่ได้บางมาก  ถ้าเทียบกับราคาถือว่า โอเคดี โดยรวมถือว่าดีอยู่,Positive
M***y,น่าจะดีนะคะ ตรงปก ผ้าเช็ดตัวหนานุ่ม ได้รับสีตรงตามที่สั่ง ราคาไม่แพงค่ะ ไว้มาอุดหนุนใหม่ 😸,Positive
J***P,ผ้าเค้าดีอยุ่นะ ไม่หนา ไม่บาง สีเทาสวย สีม่วงออกจะซีดๆไปหน่อย ราคาไม่แพง มันคือสีม่วงไม่ใช่สีชมพูนะ ไม่ซีเรียส,Positive
ต้นอ้อ,ได้รับสินคเาแล้ว ผ้าหนา ผืนใหญ่คะ,Positive
ศิวัช ธ.,สินค้าตรงปกดี เนื้อผ้าโอเค ไม่แพงมาก ถือว่าคุ้มมากครับ การใช้งานน่าจะซับน้ำ ผ้าไม่บางมาก ไม่มีปัญหา,Positive
Nualchan P.,ได้รับสินค้าครบตรงตามจำนวนที่สั่ง ทางร้านส่งสินค้ามาไม่มีเสียหายใดๆ สินค้ามาในสภาพที่ดีมาก ไว้จะอุดหนุนเพิ่มนะคะ ❤,Positive
ค***.,ส่งเร็วแพคดี แต่ผ้าบางไปหน่อย,Positive
เจนจิรา พ.,ดีค่ะพอดีส่งไปให้ญาตที่อพาทเม้นกำลีงซักเตรียมให้คนเช่า ค่อยมาบอกอีกที,Positive
ฐิติรัตน์ ฉ.,สินค้าดีมาก​คุณภาพดี​ ไม่บางไม่หนา​ ผืนใหญ่ดี,Positive
พ***.,ผ้าขนหนูผืนใหญ่น้ำหนักเบาน่าจะไม่เป็นขุยถือว่าคุณภาพดีกว่าราคาขนส่งสองถึงสามวันถึงราคาดีช็อป8/8,Positive
N***.,ได้รับสินค้าแล้วค่ะ ลองใช้แล้วดีมาก เนื้อผ้าหนานุ่ม เป็นผ้าขนหนูอย่างที่ต้องการ พัสดุส่งมาครบถ้วนดีไม่มีปัญหา แพ็คของเรียบร้อย ได้ของตรงตามที่สั่ง ขนส่งรวดเร็วดี ไว้อุดหนุนอีกนะคะ,Positive
N***.,ได้รับสินค้าแล้วค่ะ ลองใช้แล้วดีมาก เนื้อผ้าหนานุ่ม เป็นผ้าขนหนูอย่างที่ต้องการ พัสดุส่งมาครบถ้วนดีไม่มีปัญหา แพ็คของเรียบร้อย ได้ของตรงตามที่สั่ง ขนส่งรวดเร็วดี ไว้อุดหนุนอีกนะคะ,Positive
P***a,ผ้าดีค่ะ ผืนใหญ่ ไม่หนามาก คุ้มค่าสมกับราคา การจัดส่งก็โอเค พนักงานบริการดี💖,Positive
ศุภรัตน์ แ.,ได้รับสินค้าเร็ว  คุณภาพสมราคา,Positive
เบญจวรรณ,"ผ้าเช็ดตัวจริงๆค่ะดีมาก
ตรงปกสวยงาม",Positive
w***a,เนื้อผ้าใช้ได้ส่งของเร็ว,Positive
วัลลภ ส.,สินค้ามาถูกต้องครบถ้วนเนื้อผ้ากำลังดีครับไม่บางไม่หนาจนเกินไปขอลองใช้ดูก่อนครับถ้าดีจะซื้อใหม่อีกทีนึงครับ,Positive
0***9,ดีคร่าส่งของไวตรงปกคร่าชอบบบบ,Positive
0***6,"เหมาะสำหรับใช้ทุกวัน, ง่ายต่อการทำความสะอาดและบำรุงรักษา, ขนาดใหญ่เพื่อความครอบคลุมสูงสุด, ผ้านุ่มและดูดซับได้ดี, อ่อนโยนต่อผิว, เนื้อผ้าหรูหราและนุ่มนวล, สีสดใสและน่าดึงดูด, วัสดุคุณภาพสูงเพื่อความทนทาน,",Positive
0***9,ได้รับของแล้วค่ะผ้านุ่มดี,Positive
Nuttawat2020,"ง่ายต่อการทำความสะอาดและบำรุงรักษา, การออกแบบลายสวยงาม, เหมาะสำหรับใช้ทุกวัน, เหมาะสมเป็นของขวัญที่สมบูรณ์แบบ, ขนาดใหญ่เพื่อความครอบคลุมสูงสุด, ผ้านุ่มและดูดซับได้ดี,",Positive
P***.,สินค้าดี ตรงปกเนื้อผ้าใช้ได้เลย ขนส่งของมาให้รวดเร็ว ร้านนี้แนะนำเลยครับ มาอุดหนุนกันได้เลย,Positive
P***.,สินค้าดี ตรงปกเนื้อผ้าใช้ได้เลย ขนส่งของมาให้รวดเร็ว ร้านนี้แนะนำเลยครับ มาอุดหนุนกันได้เลย,Positive
P***.,สินค้าดี ตรงปกเนื้อผ้าใช้ได้เลย ขนส่งของมาให้รวดเร็ว ร้านนี้แนะนำเลยครับ มาอุดหนุนกันได้เลย,Positive
ปวรปรัชญ์ ร.,สินค้าดีมีคุณภาพมาก คุ้มค่าดีมาก บริการรวดเร็วดีมาก การขนส่งดีมาก การบรรจุแพคเก็จดีมาก การให้บริการจากการขนส่งดีมาก 💯💯💯✅✅✅,Positive
ปวรปรัชญ์ ร.,สินค้าดีมีคุณภาพมาก คุ้มค่าดีมาก บริการรวดเร็วดีมาก การขนส่งดีมาก การบรรจุแพคเก็จดีมาก การให้บริการจากการขนส่งดีมาก 💯💯💯✅✅✅,Positive
ปวรปรัชญ์ ร.,สินค้าดีมีคุณภาพมาก คุ้มค่าดีมาก บริการรวดเร็วดีมาก การขนส่งดีมาก การบรรจุแพคเก็จดีมาก การให้บริการจากการขนส่งดีมาก 💯💯💯✅✅✅,Positive
Kalum M.,ได้รับสินค้าเรียบร้อยแล้วครับ สินค้าไม่ได้รับความเสียหายจากการขนส่ง ร้านส่งไว บริษัทขนส่งก็สางไวบริการดีมากครับ,Positive
Ann K.,"ขนาดใหญ่เพื่อความครอบคลุมสูงสุด, สีสดใสและน่าดึงดูด, เหมาะสมเป็นของขวัญที่สมบูรณ์แบบ,",Positive
Natwarin W.,ได้รับสินค้าครบถ้วนตามที่สั่งนะคะ คุณภาพเหมาะสมกับราคาค่ะ ไม่หนามาก ส่งสินค้ารวดเร็ว,Positive
Natwarin W.,ได้รับสินค้าแล้วค่ะ ไม่หนามาก สมราคาค่ะ สินค้าถูกต้องครบตามที่สั่ง พนักงานส่งสุภาพค่ะ,Positive
ไม่ได้เริดหรู เ.,ดีมากไปค่ะ สินค้าตรงปก หนานุ่มดีมากค่ะ ส่งเร็วมากจร้า ชอบมาก ผืนใหญ่ดีค่ะ แนะนำร้านนี้ส่งเร็วค่ะ,Positive
P***.,สินค้าดี ตรงปกเนื้อผ้าใช้ได้เลย ขนส่งของมาให้รวดเร็ว ร้านนี้แนะนำเลยครับ มาอุดหนุนกันได้เลย,Positive
W***a,ดีผืนใหญ่ นุ่ม ไม่เป็นขุ่ยขนส่งไว เจ้าหน้าที่โทรก่อนส่ง สินค้าแพคมาอย่างดี จะซื้ออีกค่ะ,Positive
Nuttawat2020,"ขนาดใหญ่เพื่อความครอบคลุมสูงสุด, อ่อนโยนต่อผิว, สีสดใสและน่าดึงดูด, ง่ายต่อการทำความสะอาดและบำรุงรักษา,",Positive
โสภณ แ.,สั้งเลยร้านนี้ ส่งไวๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆมาก สินค้า คุณภาพดี.  สั่งให้ไวๆๆๆๆๆไไไไครับ.  ขนส่งสินค้า,Positive
ร***.,ทางร้านเเพ็คของมาดีค่ะ การขนส่งดี พนังงานส่งมีโทรมาเเจ้งล่วงหน้าด้วย ส่วนวัสดุที่ใช้ดี ผ้าหนาไม่บาง ได้สีเเละขนาดตรงตามที่บอก,Positive
0***8,ผ้าเช็ดขนาดมาตรฐาน เนื้อนุ่มดีสีสวย ครบจำนวนตามสั่งจ้าาา,Positive
0***7,ดีีีีีีีีีีีีีีีีีีีีีีีีีีีีีีีััััััััััััััััััััััััััใหม่ใหญ่ สวยส่งไวไว้จะสั่งให้ม่คับ,Positive
วิชัย ต.,ได้รับสินค้าแล้วตรงตามที่สั่งจัดส่งเร็วกว่ากำหนดหนึ่งวันผืนไม่ค่อยหนาเท่าไรแต่ก็ถือว่าใช้ได้,Positive
0***7,"เหมาะสำหรับใช้ทุกวัน, จัดส่งเร็ว",Positive
0***3,แพ็คสินค้าเรียบร้อยดี ส่งรวดเร็วทันใจแค่2วันถึงมือผู้ใช้ เนื้อผ้าก็โอเคเรย นุ่มน่าใช้,Positive
M***h,ได้รับสินค้าเป็นที่เรียบร้อยแล้วครับ.............................................,Positive
ภิญโญ เ.,สุดยอกจัดส่งรวดเร็ว ราคาถูก 😝😝😝😝😝😝😝😝😝😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜,Positive
